,^NSEI,^BSESN,SBIN.NS,HDFCBANK.NS,ICICIBANK.NS,TATAMOTORS.NS,MARUTI.NS
,Close,Close,Close,Close,Close,Close,Close
2009-01-01,,,,,,,
2009-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-06,-0.0009245601052774166,0.001953248308722344,-0.009383766181484954,0.017660340017516374,0.01546273176513413,0.01472627114876257,0.0025963083915057084
2009-01-07,-0.021947915310739807,-0.022860197290795026,0.01219125723943959,-0.011252124579115619,-0.02184480423598667,-0.008096840701353747,0.004823690144854176
2009-01-08,-0.021947915310739807,-0.022860197290795026,0.01219125723943959,-0.011252124579115619,-0.02184480423598667,-0.008096840701353747,0.004823690144854176
2009-01-09,-0.016598462765034405,-0.016652739772207714,0.01740037982879694,-0.013931639647704719,-0.01387663576951026,0.008384256096321874,0.016944855960098204
2009-01-12,-0.004928602986950414,-0.006101086783879217,0.03528596791246419,-0.009433032326684354,-0.00011098131201925376,0.017153511553397838,0.013169835408553432
2009-01-13,-0.001538596636810774,-0.004690094205831885,0.030564933310872178,-0.004499048041380793,0.009625486732588007,0.030955674105914932,0.01789868257445959
2009-01-14,-0.012258995847760912,-0.015395774251867556,0.024211538201075244,-0.0006779248630514045,-0.002458754933280516,0.02820026615133342,0.02264114330614886
2009-01-15,-0.0005362893298412885,-0.0037880215265693185,0.038778535085304044,0.01797207125146172,0.023275890769505203,0.04100771128316305,0.019311719768877023
2009-01-16,-0.011462249933877788,-0.013747585501512227,0.03372730354669273,0.01333647787758463,0.01097423632270389,0.035763456063646615,0.01913883442453823
2009-01-19,-0.013521504137473994,-0.01395836736845757,0.039035171828593285,0.012060675598808412,0.019999848333968284,0.04227841349002426,0.00998284141550232
2009-01-20,-0.0077236617561460275,-0.005755365690505276,0.049357791408618734,0.022544233054011098,0.03379656531934194,0.052545287109778904,0.0015235048183777078
2009-01-21,0.003210667574390147,0.006231667775133509,0.059514627341708426,0.031283299134841513,0.05835314665642288,0.06701653766531979,0.013653364392107292
2009-01-22,0.0022671035839560982,0.004910570633028799,0.05655874246743853,0.0270475375981305,0.05017120284505516,0.08543136468418533,0.0267224240957622
2009-01-23,0.00664460337683348,0.010268531526573588,0.0728093686815976,0.03793854948370301,0.06365926102248576,0.07963964105088461,0.029504880902318176
2009-01-26,0.00664460337683348,0.010268531526573588,0.0728093686815976,0.03793854948370301,0.06365926102248576,0.07963964105088461,0.029504880902318176
2009-01-27,-0.004719197405453124,-0.0022171922799061328,0.057416084233292475,0.031283299134841513,0.04736225435232466,0.06587549836912343,0.014971418103029377
2009-01-28,-0.013902469792601901,-0.011405099327091217,0.04949923599077155,0.02280588155457952,0.02377715850906048,0.05038880029114434,0.025965739178827274
2009-01-29,-0.01685860487910784,-0.012159941619554804,0.05368334165955835,0.018467921572401513,0.022068585332526425,0.03780316680764528,0.010728161507677969
2009-01-30,-0.022689796386825112,-0.01877135425822385,0.03764909573334463,0.017678726654044574,0.017009917988221268,0.04332156939622922,-0.003613472606269874
2009-02-02,-0.035102264431591035,-0.031340398895800425,0.05478806361709676,0.0315732824058399,-0.009019715632050396,0.057404737251984805,-0.004373734728722489
2009-02-03,-0.03709934091643352,-0.03426422551413599,0.05591341893100932,0.027923524582642356,-0.014868393828747384,0.0846153305660402,0.005335388716661393
2009-02-04,-0.0392971660995155,-0.03610610663959746,0.054467450416499696,0.032678413374537696,-0.012934474853972033,0.07857651390487819,0.015704757143408354
2009-02-05,-0.036655066405759884,-0.0321999667123839,0.055125153487400214,0.03330088916514762,-0.013650884183717849,0.09037676289669117,0.00147433813869835
2009-02-06,-0.0438295767056851,-0.03953863914408029,0.04757235211636335,0.027847270804181257,-0.02720239763341703,0.07318878456359657,0.0018502263874380365
2009-02-09,-0.03529637560933885,-0.029893402296339744,0.03868796059118562,0.019942709013733184,-0.010562660055919548,0.06272912144237086,0.011865991229653705
2009-02-10,-0.03369114285590358,-0.02775288100347295,0.04365749347171577,0.009954500494214535,-0.010293362699671071,0.07137393714882778,0.019291499295259085
2009-02-11,-0.034658040080160046,-0.028725673800684803,0.04210113235911006,0.005491090481976935,-0.0053160210905744965,0.07685701409333778,0.03246746084902874
2009-02-12,-0.03826245362841685,-0.0338933055920414,0.042191030545814856,0.00525790882303423,-0.01594289937219784,0.07632972595582088,0.02232601951133928
2009-02-13,-0.03217328383724538,-0.028180684374503384,0.053075531423709243,0.008940323760590285,-0.005926066064928293,0.07254004674028103,0.030559006366544628
2009-02-16,-0.043224607832730744,-0.03938067376129961,0.03544957788290892,-0.0019339638810562665,-0.02569151932055569,0.07646139753334391,0.026885554594150873
2009-02-17,-0.0343286352763037,-0.029889815872775283,0.047266247580671994,0.01062459833048246,-0.0064547821499022495,0.09120882207273628,0.01604205421833238
2009-02-18,-0.034984177927831595,-0.029179391409958066,0.056283209887910024,0.012121463223985884,0.007858153219117758,0.08434391302656574,0.024016425017900467
2009-02-19,-0.03650885150790206,-0.03016274200462221,0.060325066201025734,0.009003386658362533,0.015238433457625655,0.08097618348943203,0.03219531200654546
2009-02-20,-0.03033980409975623,-0.022926718927562928,0.065261561653011,0.01596141067801704,0.04045313591180055,0.08312705971348966,0.03094121232797864
2009-02-23,-0.03033980409975623,-0.022926718927562928,0.065261561653011,0.01596141067801704,0.04045313591180055,0.08312705971348966,0.03094121232797864
