,^NSEI,^BSESN,SBIN.NS,HDFCBANK.NS,ICICIBANK.NS,TATAMOTORS.NS,MARUTI.NS
,Close,Close,Close,Close,Close,Close,Close
2009-01-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2009-01-05,67.58566995238061,287.1532265714286,0.9080814761904747,4.416457714285684,2.3219348095238175,0.3198288095238091,10.66005495238096
2009-01-06,53.32283767120134,314.3896574217688,-0.3687977120181358,12.735694312925148,4.00938706575964,1.3555195419501125,13.310576623582847
2009-01-07,-125.83185129748426,-393.2639430469717,-2.9309062632544993,-2.6270700025915517,-0.8785427500269947,-0.4127093668070394,15.202942849908368
2009-01-08,-113.84786545962834,-355.8102341853555,-2.6517723334207375,-2.376872859487605,-0.7948720119291863,-0.3734037128254144,13.755043530869443
2009-01-09,-145.89083722537816,-485.1517815962743,-2.9936348730949476,-0.8698162538221084,-1.630896677459738,-1.4572698830325201,29.88854400411992
2009-01-12,-222.3820973943898,-707.1363032537702,-4.6595888375621115,-2.9292284201247583,-2.9829897557969147,-1.8848650370294244,21.56451776563233
2009-01-13,-226.67203064254318,-674.7947318486495,-3.7139416149371414,-4.955522475350961,-3.715999874292443,-2.558222462074241,26.378694121286458
2009-01-14,-123.33889143849137,-339.88724510115753,-2.6701366039907484,-6.23773119198421,-2.0937636957883967,-2.147967608543361,30.818536633544795
2009-01-15,-200.80194282530147,-600.4336979486652,-3.973244355991632,-13.832394649890489,-4.524259819999024,-2.7029957410630416,22.995990097016715
2009-01-16,-98.66604350860644,-292.7665557630771,-3.064723845897184,-10.535774730853262,-2.869625027618163,-2.139074956199895,20.55297775444376
2009-01-19,-73.20975365064396,-259.4731261189736,-3.329620479621269,-8.981262661248195,-3.4999402630831042,-2.3151843413237145,5.323261444496666
2009-01-20,-111.11345363629698,-441.9704308695473,-4.06332505299067,-12.573424312557904,-4.487622904694241,-2.6743389754833586,-7.234157312122079
2009-01-21,-182.36711157569698,-690.6502839772111,-4.670691333658226,-14.946434425647624,-6.2444231994852615,-3.1992380730563745,-23.2724063300152
2009-01-22,-158.07725366372597,-593.5060417889035,-3.9404229685479137,-11.807554004157367,-4.944603609058099,-3.8274261137176744,-38.20468729858521
2009-01-23,-174.91513426718075,-663.1871075709132,-5.095878685829064,-15.037453194237628,-5.624548836766856,-3.1763522457445568,-38.10542403205329
2009-01-26,-158.25655005125873,-600.0264306593981,-4.610556906226293,-13.605314794786409,-5.088877518979537,-2.8738425080545973,-34.47633602900055
2009-01-27,-59.22254857018652,-244.5534891204079,-2.7238417246809377,-9.670552861949574,-3.206187136219576,-1.893884269192256,-12.274577264333743
2009-01-28,17.124748341259874,7.994620843439407,-1.6865121318541867,-5.28774601795439,-0.716684647055807,-0.8739803387929932,-25.515438620111524
2009-01-29,-7.622891072193397,-11.93818237974483,-1.9399381192966416,-2.9678904924349467,-0.4823029187647805,-0.07108383033651577,-2.945277418196156
2009-01-30,39.11033007753895,159.25779970404074,-0.1319162031731551,-2.3514703026792176,0.06206040683186842,-0.3841391322092278,17.433182716870192
2009-02-02,-62.46459626317892,-179.39821650586964,-1.8508444695376127,-7.855756559566913,-2.468371965247357,-1.1338196910464475,14.677489791453922
2009-02-03,-40.90844423811404,-87.57969160054745,-1.78435556767689,-5.632849982465302,-1.6741008256999876,-2.43175181570869,27.394671192267765
2009-02-04,-19.68607845353199,-31.693707829066625,-1.473272275517175,-7.013567698420985,-1.7010309375380857,-1.900333690403098,40.16461860252798
2009-02-05,-38.62073764843353,-129.07644013106255,-1.3972566302298262,-6.593985012857075,-1.4701593244392157,-2.299064862745663,15.314471021334953
2009-02-06,22.10271027046474,73.19888326237196,-0.5160704273507974,-3.7693955354421007,0.011146373126422304,-1.227168256769886,14.403700066922056
2009-02-09,89.48322719708722,322.3016859992895,0.44116785144451853,-0.14265519873333687,1.7322610994953322,-0.5639138989822783,27.778974489119832
2009-02-10,94.17062755926918,349.1311207136423,0.918286151306944,4.147717915431741,1.5956372804957724,-0.9633134800315872,36.25672782348943
2009-02-11,77.24004726791009,289.7060581694859,0.6677144226110414,1.8122135901525098,1.9705029204485527,-1.151461958123818,52.9438255545856
2009-02-12,40.343464766204306,123.94884982001349,0.6135311918861817,1.538717343471319,0.6644118327867901,-1.0151301525882168,32.354053692244065
2009-02-13,86.53460769323283,264.9676719323925,1.7062942688494047,2.99113412028359,1.6547035153785217,-0.7252328523417191,41.87096110250661
2009-02-16,-12.047348372789202,-58.196427346885685,-0.30846204246958564,-1.9819007483148425,-0.5614260098956194,-0.8560457711663148,32.23710375941084
2009-02-17,-81.4714104325235,-297.3469440281351,-1.4726140384248652,-7.016872581808684,-2.3962791041912794,-1.500777221531429,12.734518163276562
2009-02-18,-68.60041239133079,-286.9608506921213,-2.207524987146307,-6.954015002588818,-3.4809928085540136,-1.024686486147484,23.57220357629774
2009-02-19,-50.12400530644254,-234.7953551500159,-2.3799644169418954,-5.02654409758037,-3.797810302977446,-0.7605514398477204,33.883287711888556
2009-02-20,-93.21232827725726,-392.8614412309653,-2.612840567709334,-7.349831612096523,-5.514936655074827,-0.794725159862228,28.71806092980387
2009-02-23,-84.33496367942325,-355.4460658756343,-2.363998608879875,-6.649847649039714,-4.989704592686742,-0.7190370493991587,25.98300750791782
2009-02-24,-78.61024956709707,-340.7301276493854,-2.6485706937484608,-7.879397396750221,-4.5063816314784795,-0.8704416161230455,33.36787736430665
2009-02-25,-45.24727998927847,-235.4463059684913,-2.1202974848200355,-5.607645882773994,-3.70032476181386,0.2786136330315294,49.31898342484874
2009-02-26,-19.99286579982345,-165.70309311434903,-2.3433934862657466,-3.443602417747911,-4.624388974974451,1.564652382266619,67.24805390819665
2009-02-27,-37.993545247459224,-207.14803662726808,-2.0496390113832987,-0.8336896160576259,-3.965111786881643,1.3290331553840886,49.509268916939845
2009-03-02,-114.94398265246309,-444.85180485324236,-2.8205527245848785,-7.553631509766433,-5.463667854797677,0.702746807252268,42.51888754389779
2009-03-03,-151.22568544746628,-565.152144438649,-3.183985369862519,-9.038587270741061,-5.656552297197901,0.1427115398949077,35.64661706352672
2009-03-04,-116.19462345246939,-493.9565256825863,-3.4265444774946587,-7.013476578289556,-5.984988506988575,0.29573458371444517,42.405974295571696
2009-03-05,-167.10465931413864,-671.809995998532,-3.809113193923743,-12.182466666071463,-6.618500268227756,-0.23220299568692937,25.684905076945824
2009-03-06,-111.87806942707766,-492.10869023676605,-3.23460812783577,-10.960119840731352,-6.061089814110829,-0.30336575800246024,7.564817498189086
2009-03-09,-143.7468247197371,-594.9072820713609,-4.363183639470456,-10.389775284471227,-5.986328022290753,-0.5409596381927031,8.74036054598048
2009-03-10,-130.05665093690504,-538.2494456836121,-3.9476423404732657,-9.400272876426357,-5.416201543977348,-0.48943967265054056,7.907945255887057
2009-03-11,-117.6703032286282,-486.987593713744,-3.5716764032853376,-8.505008792957199,-4.9003728255033145,-0.4428263704933464,7.154807612469199
2009-03-12,-66.38261096875885,-274.71963897910064,-2.7312042220200645,-7.710525526961277,-2.71555041355062,0.8519822838393516,38.36901493509117
