Date,Open,High,Low,Close,Volume
2009-03-02,149.80424499839842,150.4648215140818,143.69609297739206,145.103027,9284555.0
2009-03-03,143.60173459722282,144.67409357517184,140.69349790691226,142.666641,8357460.0
2009-03-04,142.58086617757405,145.84084047960354,142.40929129184818,143.95349099999999,8559995.0
2009-03-05,145.7893275058248,146.61289221362662,135.74346496764986,137.502136,12112395.0
2009-03-06,137.2619457641435,142.0575315627296,132.80093510047033,137.570786,11854270.0
2009-03-09,137.09036693046892,139.7841316800935,134.2164398770428,137.04747,8794730.0
2009-03-12,139.83561357504823,143.09558750812812,135.74348820022962,137.030319,14352720.0
2009-03-13,139.83560337420667,143.5759921505695,139.36376287504945,143.138474,22863150.0
2009-03-16,144.1250475698346,146.28692671493087,141.8344904938741,144.957199,13627555.0
2009-03-17,144.81132705318387,147.3849880332702,138.82327927106437,142.091827,10461755.0
2009-03-18,144.107872416214,147.55658200866256,142.78673142229627,144.639771,9455205.0
2009-03-19,145.61776474577294,148.0713227787816,140.52191351243866,142.821045,12213055.0
2009-03-20,142.38352238622306,144.416710517238,139.1492845980932,144.004929,10143035.0
2009-03-23,146.50137510476856,154.38535967571784,144.46817421538955,151.846008,10224865.0
2009-03-24,157.20782082181842,167.11642001480868,156.13546188033263,161.57446299999998,18850270.0
2009-03-25,162.63825095790642,167.61399910390872,160.76805006934305,166.798996,8954500.0
2009-03-26,169.51850006291295,172.435311123652,167.31372415925642,170.445007,11578210.0
2009-03-27,168.31744717731053,173.8079323621386,168.3002860036876,171.826202,11440390.0
2009-03-30,168.14588739886133,168.14588739886133,161.40289330140754,162.226471,6627420.0
2009-03-31,163.34170199563988,169.50133836129183,155.17462607525005,167.013458,18601350.0
2009-04-01,169.00377643,172.43532519,163.27309600601032,171.577438,6473410.0
2009-04-02,173.46475345513403,180.4822761654881,173.46475345513403,177.848557,8897830.0
2009-04-06,181.01420168665882,184.44575053379927,178.48343698555436,182.584137,6736440.0
2009-04-08,182.72994565378707,182.72994565378707,170.2562736786864,179.598663,13257130.0
2009-04-09,182.5240584297318,185.30361697377398,177.08505669036663,179.19546499999998,7443095.0
2009-04-13,178.4405304906499,191.30026339573396,178.4405304906499,188.452072,8555505.0
2009-04-15,180.98842473207185,189.54155914461415,178.86944294339264,185.775436,15668880.0
2009-04-16,188.52927787560844,190.0649027541563,181.4002372961902,182.918701,9760375.0
2009-04-17,185.98993415893213,188.39202071985721,181.28012948018312,183.913849,11760530.0
2009-04-20,183.58787833931103,188.73520203106742,179.85606351546397,183.090302,5732945.0
2009-04-21,178.4405248683702,188.7351705338531,177.54832824923835,186.52182,7524025.0
2009-04-22,187.01939661769393,189.13837871248793,182.72996091545326,186.90786699999998,6045610.0
2009-04-23,187.8772615194508,188.7351485583524,182.81573313725357,187.448318,7205775.0
2009-04-24,188.7351797063475,192.66430470873584,184.7888935288008,190.493851,9327565.0
2009-04-27,188.73516300219507,195.58968525702846,187.0193887930842,191.377457,7196395.0
2009-04-28,191.86646528129256,193.367767866806,182.38682210741123,183.905273,7400440.0
2009-04-29,186.3330971585523,190.45095828983187,183.93101042628018,188.795242,10714075.0
2009-04-30,189.593048,189.593048,189.593048,189.593048,0.0
2009-05-04,197.3225789718086,207.0939107661783,192.20957946023802,205.789932,11316535.0
2009-05-05,207.05963609994794,207.60010841698903,199.88769892028577,204.734756,7615970.0
2009-05-06,204.19430467133827,205.72134295388813,199.2013954091936,201.08016999999998,6071545.0
2009-05-07,202.46136819039623,203.83399278307778,200.17081120672836,201.83511399999998,3864420.0
2009-05-08,199.02982886263558,201.60349044275588,191.2316377064199,196.29316699999998,11284665.0
2009-05-11,203.7825334279855,203.7825334279855,195.25514522897498,196.799332,8459180.0
2009-05-12,196.28458406018854,206.57064249190904,195.46959383484565,205.086502,8652210.0
2009-05-13,205.03501898980068,205.68700890301054,196.7992975985362,199.767593,11879880.0
2009-05-14,197.70010006759833,200.57402729714414,192.3812020711761,199.656082,4800825.0
2009-05-15,201.60346937416202,204.52028037948685,198.5493930006936,203.310669,10379980.0
2009-05-18,216.38487150370418,264.1777695767018,216.38487150370418,236.45085099999997,67875.0
2009-05-19,238.8357766182839,257.1945564198977,206.97384883114722,242.233002,24826740.0
2009-05-20,239.69365993984334,242.09575935548415,231.80111375403106,236.879791,7259495.0
2009-05-21,235.81599217786749,241.06625653612298,228.91857270403568,235.23263500000002,9544175.0
2009-05-22,233.17371276636942,239.1617743994704,230.11107542887055,235.03533900000002,4569020.0
2009-05-25,235.91897894940246,238.46690477994315,231.0118633293677,233.96299700000003,4190335.0
2009-05-26,234.80369787232337,238.82719074463017,227.34007017933814,229.227432,6237905.0
2009-05-27,235.07819569081542,243.4683300279786,234.58921981268975,241.76972999999998,13485270.0
2009-05-28,240.38000456250282,249.42211680812494,237.46316748316454,247.062927,17577215.0
2009-05-29,247.86071003894156,250.4858424038558,243.81148275594092,247.843536,7680350.0
2009-06-01,249.4735445722716,254.62086688726987,243.0823014731157,245.981964,5555590.0
2009-06-02,246.12783672367289,248.78729223628056,236.6052834942023,239.830948,4894310.0
2009-06-03,243.63995160984757,245.0125762028598,231.26920770303994,235.189758,7164880.0
2009-06-04,233.51687746929707,240.15691500332767,231.97266525688713,238.28672799999998,6065740.0
2009-06-05,240.01964224728835,245.52728835848492,237.66045281795374,243.399719,5053710.0
2009-06-08,243.6399714424495,244.4978586658384,237.63476087872715,240.21701000000002,3927370.0
2009-06-09,238.47547580917745,245.35572121200022,236.46802333990055,243.682831,3223325.0
2009-06-10,247.11436427937664,265.7734083584774,246.21359313572023,257.580597,8119115.0
2009-06-11,261.655592996682,269.37657770805953,257.5892162942285,267.060272,9068245.0
2009-06-12,268.77596210113006,270.9206794040009,260.11132478681805,262.195984,5871890.0
2009-06-15,261.4324984603896,267.74656105384327,257.70927198923266,263.036743,4604835.0
2009-06-16,258.7387854971738,265.94503285296315,255.04985508337273,265.29303,6864520.0
2009-06-17,264.22924689836225,271.7786436579552,260.79769823734455,265.04425,8927855.0
2009-06-18,262.5134448289556,268.4671828424845,258.52427507936744,261.62982200000005,7833880.0
2009-06-19,263.3885059966495,269.1878317676579,261.655583373036,267.46347000000003,4457610.0
2009-06-22,279.8452602242217,279.8452602242217,270.1844261392759,273.534698,5108265.0
2009-06-23,268.50047302963054,268.50047302963054,258.1571575543704,263.315521,7353250.0
2009-06-24,272.3825121788179,272.3825121788179,257.24422689784393,258.396454,5945905.0
2009-06-25,265.8415059885036,265.8415059885036,258.0951164158168,259.601837,9945585.0
2009-06-26,262.34937389909396,266.1073425539535,260.75401672062816,265.593292,9193830.0
2009-06-29,266.78097806924643,271.7266072701557,264.4765523427816,267.277313,9050120.0
2009-06-30,270.1401580113293,270.32627632310425,262.21649335130513,264.68045,5146210.0
2009-07-01,265.5401812114049,269.08544390691236,262.90782277367487,266.33786000000003,2963640.0
2009-07-02,267.49002751036363,267.49002751036363,259.73476629837285,265.98330699999997,3396300.0
2009-07-03,264.1043471565182,270.32627327051836,262.8812271278472,268.686584,4902635.0
2009-07-06,270.3262968751127,274.4033545393202,248.16840368862802,252.41386400000002,7625205.0
2009-07-07,255.25889461686418,256.978348665734,249.0546853727043,253.00764500000002,5169935.0
2009-07-08,250.7741333539889,250.82731051644956,241.12214422640415,243.789963,5404850.0
2009-07-09,243.91409281360512,249.76375519890894,241.96418762552304,248.150681,2922870.0
2009-07-10,249.05470676869047,250.79187752945302,241.13104279494846,244.41926600000002,5366955.0
2009-07-13,242.85051516776406,244.95995108145695,239.30525217261422,243.52412400000003,3820640.0
2009-07-14,246.59960320187372,253.45080517648177,237.92256535802022,241.529877,12767560.0
2009-07-15,246.39576559299945,246.39576559299945,236.3006164345795,244.93335,10645845.0
2009-07-16,248.1684217076259,249.40925849826925,241.4324163719527,246.47555499999999,7211600.0
2009-07-17,246.39571181270406,256.8276356173181,243.56836356279777,254.66502400000002,6244335.0
2009-07-20,257.2087907653883,263.4129997967708,251.76680072087183,261.241516,5628390.0
2009-07-21,260.0449899107838,262.27852204722274,257.3239948335275,258.963684,4193305.0
2009-07-22,260.5768342268167,261.23269902803946,254.01810290090705,256.171844,7467305.0
2009-07-23,258.7421564607919,260.62114146109667,254.3105776120096,258.63580299999995,6469630.0
2009-07-24,258.80414716383837,260.222257397698,253.3089799786823,257.022644,5527800.0
2009-07-27,258.272400160363,260.57682639192757,252.59998476768487,254.08898900000003,4925605.0
2009-07-28,255.96797257906695,256.1452463611264,247.63661002223958,252.502502,8249120.0
2009-07-29,254.85116977874142,254.85116977874142,245.50939632443072,251.483154,4976300.0
2009-07-30,251.48316074334525,260.93128788064695,247.9910757669022,259.575226,9310385.0
2009-07-31,262.3760245503058,267.5786930549601,261.33017827329655,265.73516800000004,6448920.0
2009-08-03,265.8946836794357,267.4900411457249,258.8307473633697,264.733612,2732245.0
2009-08-04,266.7810594621086,267.2685225230104,258.1660688815347,260.408447,4861805.0
2009-08-05,262.119004983743,262.119004983743,254.15990745900885,256.65045200000003,5452110.0
2009-08-06,255.25889247573969,257.91783927236196,248.52288860640297,250.57914700000003,8326550.0
2009-08-07,249.94101502133097,252.7772357566517,244.44584731769822,246.43121299999999,7122005.0
2009-08-10,250.65006232981878,250.8450526646933,241.0778636727195,243.798859,6919930.0
2009-08-11,243.73681250617614,246.02349544322115,241.0778654606542,244.47244300000003,5067680.0
2009-08-12,241.96415637333334,250.29551761188424,240.1915251911111,249.27626,4598205.0
2009-08-13,254.35486653877572,254.35486653877572,249.0989945235751,252.52018700000002,5132820.0
2009-08-14,256.8542520724323,256.8542520724323,250.11827473606186,253.00764500000002,3064100.0
2009-08-17,249.76376103409362,251.84660830878082,247.28208763625682,249.26742599999997,6745325.0
2009-08-18,248.34561511083368,257.90009536741974,248.34561511083368,255.418396,6318625.0
2009-08-19,255.42734934611607,258.7510335593107,250.1183266260644,256.987274,5500865.0
2009-08-20,258.62689857785654,264.12206629769037,257.91785668667075,262.35830699999997,3619400.0
2009-08-21,262.17215843633494,263.23574785132,256.20727095633436,259.85888700000004,5208485.0
2009-08-24,265.5401803638012,266.2137616611684,260.04501256751706,263.173706,3185470.0
2009-08-25,260.3109136353386,265.7174177580338,258.8928032959967,263.581421,2387245.0
2009-08-26,265.5401420113777,269.20947417849663,257.0403794989279,258.910492,3276710.0
2009-08-27,257.0315632882271,259.1587157354766,255.9679737698663,258.2724,3709510.0
2009-08-28,257.91787099644813,259.69050241223124,254.37260816488183,258.405334,2293955.0
2009-08-31,254.37257607249856,262.890055656011,254.37257607249856,260.754059,3298735.0
2009-09-01,262.3583318700093,263.5637079853921,253.0963217226444,256.34024,3078520.0
2009-09-02,253.84963274324647,257.35943424102015,252.66197260017736,255.03729199999998,1585685.0
2009-09-03,256.1451883408368,256.67698297708466,252.5999262184723,254.44345099999998,2514915.0
2009-09-04,254.37253123866188,258.8041084379417,252.59990035894995,257.784851,2666930.0
2009-09-07,258.81299036720003,261.6403385012498,256.7124271258738,260.115875,3809170.0
2009-09-08,261.40110133834906,262.69514184910247,257.03157083830814,258.245819,3705655.0
2009-09-09,259.65502026722083,262.7039487083891,258.02420304524867,261.542877,6776500.0
2009-09-10,264.122055197842,266.4264811315558,262.34942395490344,263.333221,4443625.0
2009-09-11,264.1220490997485,265.2033550192912,259.6195773687415,264.34362799999997,3607720.0
2009-09-14,264.3436241868515,266.60371830102747,263.0584559481443,264.795654,3113695.0
2009-09-15,265.0083646192828,269.12972684479945,264.5031585226556,268.420685,5439200.0
2009-09-16,271.2125674254632,272.107755024239,266.9050870022631,268.872681,5789360.0
2009-09-17,270.733989391541,272.80796549852727,269.5640739233608,272.081207,6028050.0
2009-09-18,272.2761462514446,272.57749087801005,267.8445685233251,270.22876,2057395.0
2009-09-22,269.4399356544096,274.757829121273,268.73089382794814,274.11080899999996,3362905.0
2009-09-23,275.64418560660545,283.42603664834763,271.47849113689074,278.232239,6532850.0
2009-09-24,274.03993249581356,290.1265559260221,274.03993249581356,287.839874,11112630.0
2009-09-25,284.11734021666365,287.9196414085554,282.2028948860976,285.136597,2809410.0
2009-09-29,287.87528146657536,289.7897257232471,283.8159677490568,285.632904,1943500.0
2009-09-30,286.45724204825905,294.2568094954836,284.36552283585456,292.572815,5994310.0
2009-10-01,290.71150590729366,295.7457721224549,287.21054878268427,291.473724,4323995.0
2009-10-05,287.3435584485452,291.5978631412616,286.6344899401119,289.65682999999996,2742470.0
2009-10-06,294.07950753960097,295.12538034031184,284.4895930645293,294.194733,2876820.0
2009-10-07,296.7384558354346,303.1199388684525,296.02941398264073,297.394348,5421665.0
2009-10-08,294.2568023994524,300.4432955246723,292.47529903984116,299.10495,4202470.0
2009-10-09,294.25680252056213,299.57469654201805,294.25680252056213,297.030975,2252400.0
2009-10-12,294.78860156855313,303.1199636732573,291.5978597909405,301.746185,3900345.0
2009-10-13,299.92034900000004,299.92034900000004,299.92034900000004,299.92034900000004,0.0
2009-10-14,302.23363999686495,306.48794452818834,298.89223970883523,301.737305,3910605.0
2009-10-15,303.18198190814513,307.5515115890484,300.3014562232333,305.30026200000003,4693080.0
2009-10-16,307.0197365468407,308.225140014658,303.5365222385548,304.830536,4129925.0
2009-10-20,298.2718399951411,304.89261956800624,297.802093531541,299.80517599999996,2347095.0
2009-10-21,294.2568226528902,301.7107414948724,292.6348763874803,294.451813,3211880.0
2009-10-22,290.8888254681241,297.2702826003427,290.71155169106055,295.320404,1894935.0
2009-10-23,296.91580801294685,301.1701134322676,294.46956741809964,299.91156,1894245.0
2009-10-26,296.2067647733287,300.8155911940158,295.1431751280681,300.08880600000003,2041205.0
2009-10-27,294.25680209815226,301.3473274499149,294.25680209815226,296.04715,4788785.0
2009-10-28,294.2568073445487,295.9939781098621,284.5339233962761,287.086517,3330225.0
2009-10-29,284.5073359762892,290.60519234405723,278.34743130612327,285.96090699999996,5122720.0
2009-10-30,287.52079846191697,299.22017595927565,284.5959673823124,287.290375,3823095.0
2009-11-03,286.5989952038789,290.62287594971883,280.7847676062977,283.709625,2375630.0
2009-11-04,284.50734149891906,291.95238810809934,280.3150584619389,287.866486,3137615.0
2009-11-05,287.13079741712727,290.3215398215412,281.31656966681237,287.76010099999996,4935725.0
2009-11-06,289.8252622134146,293.10464125956986,287.52083585039793,290.711578,2869530.0
2009-11-09,290.88876327945815,303.11990677676965,290.7114895402937,302.667877,4368110.0
2009-11-10,301.40932081696894,308.7746009111067,299.8759852396392,301.958832,4682175.0
2009-11-11,296.9866599021929,308.4378705254132,296.9866599021929,307.70224,3797950.0
2009-11-12,306.42593147948867,308.7923792907242,302.694522947242,304.281036,3922475.0
2009-11-13,302.331124733299,308.6151267606787,302.331124733299,305.291443,4311455.0
2009-11-16,305.41553652251514,310.17504760259953,304.7153399991748,305.53076200000004,3032780.0
2009-11-17,309.2975820423842,311.4424783846595,301.57778048869443,310.148438,3503450.0
2009-11-18,303.43014190442244,311.09676629727375,303.43014190442244,310.13955699999997,4732650.0
2009-11-19,309.85594259385607,309.85594259385607,302.0563492716726,304.81280499999997,2970560.0
2009-11-20,302.94268400592335,312.2489984990128,302.94268400592335,310.919525,3826980.0
2009-11-23,307.6047368961469,315.5284013314271,307.6047368961469,312.94921899999997,2936610.0
2009-11-24,310.2104685096169,315.52836225549606,308.45555382400494,314.97885099999996,2200825.0
2009-11-25,310.4497667312847,320.6689850839079,310.4497667312847,319.55224599999997,3937395.0
2009-11-26,310.2104629005923,320.8462502000412,310.2104629005923,312.19580099999996,4014410.0
2009-11-27,308.792332508409,312.6389384527167,298.2185941940536,310.272491,3743880.0
2009-11-30,312.869394108988,316.76917727290635,308.83666892835583,313.090973,4377820.0
2009-12-01,315.47517182590724,318.89633758348793,310.2104554662208,317.247803,2743765.0
2009-12-02,315.54611875144093,321.4667282563762,314.8636653838259,320.332245,5925830.0
2009-12-03,317.0439710554518,323.327946511008,317.0439710554518,320.305634,2438235.0
2009-12-04,316.61853359229775,319.25089182769716,314.6597566046423,317.221222,1694640.0
2009-12-07,317.30105788160057,320.43862380509324,316.40587005626253,318.603943,2275530.0
2009-12-08,316.76926086897436,325.9869398497462,314.1812338063327,324.96768199999997,3415320.0
2009-12-09,320.07514691184974,325.24235428760915,317.5668587760078,319.844696,4017185.0
2009-12-10,317.5402674553158,319.9599186951966,314.1722789469426,316.432373,3058480.0
2009-12-11,317.09714873518476,318.89636866594105,312.53262833489117,316.441284,2988300.0
2009-12-14,316.36150544330087,319.0736295216032,310.03319938270346,311.504486,4035560.0
2009-12-15,307.8262875995901,313.2239463798488,299.5746906447002,301.489136,4271590.0
2009-12-16,297.1993860934474,302.91610639255504,296.9157588658433,300.16854900000004,4290460.0
2009-12-17,297.8020662806605,300.8155342525112,295.49764021178515,296.295319,3298835.0
2009-12-18,292.7323331496006,296.5966835798838,291.9257823596587,294.98358199999996,3140890.0
2009-12-21,294.98357230731864,296.24212542655965,291.9612333692672,292.971619,4297215.0
2009-12-22,294.2567797410147,295.5330759799925,291.0837814092837,291.872589,3137155.0
2009-12-23,292.484145953829,301.34730189182386,292.484145953829,299.63671899999997,5052185.0
2009-12-24,301.76388052312217,305.6016156419195,298.54655038566216,303.23516800000004,1859485.0
2009-12-29,304.4849068772407,304.53808316087384,298.99860997542964,300.80670200000003,2601145.0
2009-12-30,301.3030213517407,301.3030213517407,296.91574816838994,300.017853,2132755.0
2009-12-31,301.34733230674703,303.82900558407323,299.54811235605473,301.746185,2879110.0
2010-01-04,301.34731388811133,306.39932360967015,300.0267124639345,302.357727,1525245.0
2010-01-05,303.11993095642026,305.7788777191959,302.2336153688284,302.623596,4193300.0
2010-01-06,303.8289684417536,304.89255776742687,299.23785996795317,302.827454,3319920.0
2010-01-07,313.4721280738853,313.4721280738853,301.6309628246615,303.616302,3061990.0
2010-01-08,303.4744393328619,305.49523790274884,301.5245610744166,304.015106,3542950.0
2010-01-11,309.9711851554206,309.9711851554206,301.7904818738038,302.792023,6883305.0
2010-01-12,302.7654555866265,303.43903692190105,297.5539147159959,300.49649,2453525.0
2010-01-13,298.67953273680445,300.42557563312624,295.240623229681,299.450623,5173375.0
2010-01-14,303.1199622959983,303.7935710753684,296.0294368621737,298.475677,5086320.0
2010-01-15,301.0636765773269,301.17003001766886,296.2066839329768,300.310303,5790865.0
2010-01-18,299.5747173533845,315.1738795512184,298.17435001922166,313.161926,11750730.0
2010-01-19,312.86940326966504,317.08827434121645,310.7245080197647,315.386536,8332110.0
2010-01-20,316.4146824969687,317.3009981342151,308.96963646199265,311.291779,6826055.0
2010-01-21,312.1426291843171,312.1426291843171,302.25134330917797,303.412415,6261735.0
2010-01-22,300.6382357878436,301.34727756986877,293.19316412925076,297.287964,4736850.0
2010-01-25,294.25681591424905,297.42981463603945,289.1693725986478,293.671844,3014395.0
2010-01-27,294.4518090005043,294.4518090005043,281.2988872781296,283.12469500000003,6053895.0
2010-01-28,285.3936316659714,286.98898915750914,279.5084826126592,282.424469,8716115.0
2010-01-29,280.07575585261577,290.1797493218097,275.20101959568734,289.125031,8217585.0
2010-02-01,288.58439942505873,288.58439942505873,280.9620790293954,283.576721,3758665.0
2010-02-02,284.8618285259642,286.26222224134835,278.65761932588015,279.916199,5167350.0
2010-02-03,283.6210222260122,289.3643576755616,279.72123848829875,287.653748,3863835.0
2010-02-04,286.81178894284994,288.0349091389605,281.0507364287517,286.59021,4302620.0
2010-02-05,283.26647171359684,283.26647171359684,277.4167834225754,278.89694199999997,4673470.0
2010-02-08,280.9620451621077,281.64449842454405,274.5805622071811,277.84222400000004,3795300.0
2010-02-09,277.7358530645893,279.7034755396641,275.0237298904384,278.595581,5986875.0
2010-02-10,279.1894684594309,286.71428050808447,277.23956312329,282.477692,6933340.0
2010-02-11,284.3300417960638,289.4706883735129,281.8483686824461,283.266479,3634845.0
2010-02-15,283.0891657352371,287.11304520078056,280.5188560999239,286.0672,2401245.0
2010-02-16,284.50729552884485,287.6448605965638,281.8483488416594,284.75546299999996,3587425.0
2010-02-17,286.8117468281343,294.4251946412554,286.26223556213415,293.538879,6199170.0
2010-02-18,295.12536607517274,299.57466045434296,292.61707796317563,298.466766,5002210.0
2010-02-19,296.02946355755785,301.3473581124841,293.5655066334245,300.266052,3672995.0
2010-02-22,301.5245911943399,304.8394028229207,299.574686151648,300.74462900000003,3320085.0
2010-02-23,298.69721856422416,302.9160620571047,298.21860018045663,301.524567,3236445.0
2010-02-24,299.5746759028284,303.1199383395483,299.1315180982384,301.435944,2802845.0
2010-02-25,301.52458972665187,302.05635783618925,298.1565743592571,299.76080299999995,2918485.0
2010-02-26,299.5746648702838,307.50719991609753,297.80203371720523,302.198151,4675515.0
2010-03-02,305.6016434357224,311.27408520050597,302.4109281798705,309.315308,3857325.0
2010-03-03,308.889887429471,315.7056568018124,308.889887429471,314.93453999999997,5573980.0
2010-03-04,314.6420609828968,316.7692132603801,310.75999393975485,315.732239,6757210.0
2010-03-05,316.5121511775361,318.18730095921416,313.93299670752447,316.237396,5224825.0
2010-03-08,320.8462500823478,320.8462500823478,314.26977674916475,316.272858,3686480.0
2010-03-09,314.64207320124984,321.73259879451746,314.64207320124984,321.05899,6198845.0
2010-03-10,321.2007877168772,322.601181517673,306.6474997444228,321.63510099999996,7480280.0
2010-03-11,321.90985705345753,325.2778459121276,319.6231475924857,323.850891,3872615.0
2010-03-12,323.8597474809955,324.46243594537697,316.65399649699515,319.295227,3736220.0
2010-03-15,315.52838500652706,322.61891051229173,315.52838500652706,321.29830899999996,3756480.0
2010-03-16,319.95993172592506,320.8285307637385,312.6921331672775,319.88903799999997,5218125.0
2010-03-17,319.8890558423961,323.469751568582,318.73682954399436,320.43856800000003,2397420.0
2010-03-18,321.2717270788692,321.2717270788692,317.3896598523703,319.233185,1750985.0
2010-03-19,321.6970973942148,323.4697285677383,318.6570420221466,322.592285,3169920.0
2010-03-22,319.4281631373719,328.8231145863032,318.7191212349685,325.650116,7652805.0
2010-03-23,325.2778325592728,335.0273043798505,325.2778325592728,333.963715,5077190.0
2010-03-25,333.2546906476609,342.1178473138221,331.5175199179343,341.435394,11648200.0
2010-03-26,342.2951067344428,348.4283958229619,339.12208171359913,345.920135,5776430.0
2010-03-29,288.7350225835217,352.7536079704433,288.7350225835217,348.330902,6613355.0
2010-03-30,348.32201437346953,349.1906133699788,337.0480795868218,338.01416,4684990.0
2010-03-31,336.7999553617806,344.40453230547706,336.31249237796607,342.73828100000003,3413040.0
2010-04-01,345.66311137300846,345.66311137300846,341.42652335582926,343.757538,3704610.0
2010-04-05,347.22296413101355,347.364777267913,341.1251091474582,345.397156,3561920.0
2010-04-06,345.6631080853133,345.6631080853133,341.3024235073642,342.63189700000004,2210720.0
2010-04-07,343.89045543330474,345.2996937028334,341.4087823700888,342.42804,2689025.0
2010-04-08,342.1001071031089,342.1001071031089,335.70090754615427,337.296265,3119415.0
2010-04-09,335.1159273349238,346.9039139560172,335.1159273349238,345.547852,3103825.0
2010-04-12,343.66003902513546,348.8361200296423,343.66003902513546,346.407623,2285320.0
2010-04-13,345.6631032245028,347.94978607757685,342.29511439297494,345.964447,3170650.0
2010-04-15,346.54938807082715,350.07693379094263,344.6349428932554,346.912781,4773680.0
2010-04-16,344.77676663953014,349.9883067724974,341.4087780125147,348.18908700000003,2616280.0
2010-04-19,345.6631126372944,347.22303708568614,341.4088080406235,342.844635,3060415.0
2010-04-20,341.9405651633372,346.8950935488029,341.9405651633372,344.697021,2719660.0
2010-04-21,345.48583278093,347.43573786391335,343.00415957483284,344.06774900000005,1972250.0
2010-04-22,343.67777897253575,349.208379985288,338.2269153504062,342.85348500000003,3447555.0
2010-04-23,343.0041705888476,346.91282631058795,341.8785594167495,345.982178,2658530.0
2010-04-26,347.0280720460897,353.97678388700155,347.0280720460897,352.68277,3949140.0
2010-04-27,352.57633731373306,353.8172004332949,348.81836800869917,350.901215,2242235.0
2010-04-28,347.0812429659237,352.1775583808271,347.0812429659237,348.88046299999996,2855885.0
2010-04-29,349.54515947624867,353.6399332187828,345.0338165050109,352.000244,4698225.0
2010-04-30,354.1805467827548,356.2988542607799,351.512755566215,354.60598799999997,3554805.0
2010-05-03,351.86732061073684,351.86732061073684,347.8080063686159,349.172913,2503535.0
2010-05-04,351.83181710388004,351.83181710388004,342.507787151998,343.35864300000003,2294480.0
2010-05-05,342.47232310226894,342.77366684391893,333.2723632643732,339.698151,4007135.0
2010-05-06,337.6862523658203,339.63615737222403,332.7228795590851,336.002258,2630615.0
2010-05-07,331.659307526806,332.3683493696741,325.4550983385721,327.591095,4892905.0
